type_id,valeur_id,devise,montant,nom_complet
PERSONAL_ID,9493899745,XOF,5000,Lionel Djegui
PERSONAL_ID,5316885535,XOF,1000,Jacques Fagbohoun
PERSONAL_ID,4945692763,XOF,10000,Malick Djossou
PERSONAL_ID,5900055579,XOF,20000,Valentin Koukpaki
PERSONAL_ID,7932594758,XOF,2500,Dieudonné Adimou
PERSONAL_ID,9024290040,XOF,20000,Samson Kpakpo
PERSONAL_ID,3767336674,XOF,7500,Marlène Agbo
PERSONAL_ID,0988883335,XOF,250,Germaine Zinsou
PERSONAL_ID,5662458658,XOF,2500,Honoré Zannou
PERSONAL_ID,7423999964,XOF,1000,Jacques Houngbédji
PERSONAL_ID,2322169835,XOF,1000,Noël Houkpe
PERSONAL_ID,8544814283,XOF,7500,Serge Ahouandjinou
PERSONAL_ID,2731327787,XOF,50000,Ruth Deguenon
PERSONAL_ID,2972525733,XOF,500,Hervé Yayi
PERSONAL_ID,7366197984,XOF,5000,Abdou Fagbohoun
PERSONAL_ID,9869695800,XOF,250,Aminata Gbaguidi
PERSONAL_ID,8043516573,XOF,100,Jacques Olory
PERSONAL_ID,4398216355,XOF,250,Catherine Ahossi
PERSONAL_ID,1151006576,XOF,15000,Ange Chabi
PERSONAL_ID,5628847133,XOF,20000,Aurore Koukpaki
PERSONAL_ID,1936334848,XOF,100,Judith Houndjo
PERSONAL_ID,9666659810,XOF,50000,Théophile Koukpaki
PERSONAL_ID,0669577437,XOF,100,Samson Agbo
PERSONAL_ID,0386620590,XOF,10000,Lionel Hountondji
PERSONAL_ID,8850653829,XOF,7500,Malick Hounguevou
PERSONAL_ID,3335799638,XOF,2500,Pacôme Djegui
PERSONAL_ID,0757302786,XOF,15000,Christelle Fagbemi
PERSONAL_ID,8690447543,XOF,250,Claude Ahossi
PERSONAL_ID,2716194317,XOF,15000,Judith Koukpaki
PERSONAL_ID,2237901051,XOF,1000,Marlène Hountondji
PERSONAL_ID,5442440228,XOF,15000,Blandine Adjovi
PERSONAL_ID,7509297443,XOF,100,Joseph Ahouandjinou
PERSONAL_ID,7546218991,XOF,10000,Marlène Yayi
PERSONAL_ID,0780932380,XOF,500,Malick Lokossou
PERSONAL_ID,7349535324,XOF,20000,Donatien Gbaguidi
PERSONAL_ID,8489293462,XOF,7500,Malick Avocè
PERSONAL_ID,1736236928,XOF,10000,Ruth Lokossou
PERSONAL_ID,1387873836,XOF,7500,Théophile Fagbohoun
PERSONAL_ID,6126308187,XOF,1000,Théophile Koukpaki
PERSONAL_ID,0984843510,XOF,100,Rosine Chabi
PERSONAL_ID,2079977470,XOF,250,Gildas Hountondji
PERSONAL_ID,3445926534,XOF,7500,Serge Ahouansou
PERSONAL_ID,3709268705,XOF,5000,Abdou Olory
PERSONAL_ID,9231072025,XOF,2500,Ange Kpakpo
PERSONAL_ID,1305960234,XOF,250,Noël Ahossi
PERSONAL_ID,6146867332,XOF,50000,Mariam Gbaguidi
PERSONAL_ID,9817514190,XOF,100,Dieudonné Gandonou
PERSONAL_ID,4504016651,XOF,7500,Ange-Marie Adjaho
PERSONAL_ID,4221132391,XOF,50000,Rosine Yayi
PERSONAL_ID,7395494611,XOF,100,Noël Zannou
PERSONAL_ID,6386170932,XOF,10000,Noël Hountondji
PERSONAL_ID,7770162832,XOF,50000,Noël Ahouandjinou
PERSONAL_ID,0683628105,XOF,20000,Christelle Houénou
PERSONAL_ID,9272652461,XOF,500,Germaine Djegui
PERSONAL_ID,5116164490,XOF,250,Ange-Marie Agossa
PERSONAL_ID,2178657277,XOF,2500,Kossi Agbo
PERSONAL_ID,0436372634,XOF,50000,Catherine Ahouandjinou
PERSONAL_ID,7144842452,XOF,250,Ruth Ahossi
PERSONAL_ID,4195515366,XOF,500,Marlène Ahouandjinou
PERSONAL_ID,846363951X,XOF,10000,Claude Ahossi
PERSONAL_ID,2147783565,XOF,7500,Sylvie Fagbemi
PERSONAL_ID,0009559582,XOF,250,Joseph Djossou
PERSONAL_ID,5295660807,XOF,1000,Jacques Hounkpè
PERSONAL_ID,1124325698,XOF,500,Chabi Lokossou
PERSONAL_ID,4971663221,XOF,5000,Germaine Hountondji
PERSONAL_ID,3375071905,XOF,10000,Théophile Hountondji
PERSONAL_ID,3189664183,XOF,2500,Fabrice Houkpe
PERSONAL_ID,7309205533,XOF,500,Mariam Hountondji
PERSONAL_ID,9122897371,XOF,500,Théophile Kpangon
PERSONAL_ID,8228630269,XOF,15000,Landry Agbo
PERSONAL_ID,3386159285,XOF,250,Samson Agbo
PERSONAL_ID,2928750041,XOF,10000,Aminata Kpakpo
PERSONAL_ID,2815784770,XOF,500,Boris Olory
PERSONAL_ID,8689647537,XOF,10000,Claude Houngbédji
PERSONAL_ID,7841164415,XOF,2500,Pacôme Chabi
PERSONAL_ID,4205730410,XOF,20000,Chabi Hountondji
PERSONAL_ID,4390512316,XOF,500,Malick Tokoudagba
PERSONAL_ID,3552897128,XOF,50000,Hervé Ahouansou
PERSONAL_ID,0845122079,XOF,250,Théophile Hountondji
PHONE,2939433186,XOF,10000,Claude Fagbohoun
PERSONAL_ID,6439939215,XOF,15000,Hervé Houndjo
PERSONAL_ID,6574443569,XOF,100,Catherine Kpangon
PERSONAL_ID,9490931128,XOF,100,Hervé Hountondji
PERSONAL_ID,0797162206,XOF,250,Claude Hountondji
PERSONAL_ID,2165861797,XOF,1000,Aminata Dossou
PERSONAL_ID,0031814966,XOF,20000,Malick Lokossou
PERSONAL_ID,2407626219,XOF,5000,Irène Olory
PERSONAL_ID,5608768525,XOF,2500,Noël Ahossi
PERSONAL_ID,1291942668,XOF,10000,Honoré Soglo
PERSONAL_ID,7488914289,XOF,1000,Samson Adimou
PERSONAL_ID,5763381023,XOF,500,Ruth Fagbohoun
PERSONAL_ID,4957501237,XOF,1000,Ismaël Adjovi
PERSONAL_ID,6301865397,XOF,15000,Serge Dossou
PERSONAL_ID,6301865397,XOF,100,Justine Azonhidé
PERSONAL_ID,9497999526,XOF,15000,Kossi Kpangon
PERSONAL_ID,3269998106,XOF,10000,Jacques Fagbemi
PERSONAL_ID,4498848523,XOF,2500,Honoré Hounsa
PERSONAL_ID,4425833358,XOF,2500,Mariam Adéyèmi
PERSONAL_ID,9652635976,XOF,1000,Fabrice Zannou
PERSONAL_ID,3854652866,XOF,7500,Irène Azon
PERSONAL_ID,5665608889,XOF,50000,Marlène Tchibozo
PERSONAL_ID,3272476964,XOF,250,Claude Ahossi
PERSONAL_ID,8026445452,XOF,50000,Ruth Houngbédji
PERSONAL_ID,2476282070,XOF,250,Théophile Ahouandjinou
PERSONAL_ID,7745107762,XOF,1000,Landry Fagbemi
PERSONAL_ID,3922014709,XOF,500,Pacôme Olory
PERSONAL_ID,8867306662,XOF,250,Chabi Djossou
PERSONAL_ID,2843008586,XOF,5000,Honoré Ahossi
PERSONAL_ID,2788822193,XOF,2500,Noël Zannou
PERSONAL_ID,3392258638,XOF,20000,Gildas Adimou
PERSONAL_ID,0108633787,XOF,1000,Ulrich Hounsa
PERSONAL_ID,0911564273,XOF,10000,Emile Yayi
PERSONAL_ID,0909309742,XOF,5000,Flora Djegui
PERSONAL_ID,7337144555,XOF,1000,Samson Ahouansou
PERSONAL_ID,8408644619,XOF,10000,Noël Avocè
PERSONAL_ID,0251209599,XOF,2500,Emile Fagbemi
PERSONAL_ID,5542407066,XOF,500,Chabi Houngbédji
PERSONAL_ID,0652022377,XOF,50000,Pacôme Djossou
PERSONAL_ID,2179687771,XOF,5000,Théophile Kpakpo
PERSONAL_ID,396876602,XOF,1000,Dieudonné Zinsou
PERSONAL_ID,8749352445,XOF,2500,Justine Hountondji
PERSONAL_ID,4782608152,XOF,10000,Hervé Koukpaki
PERSONAL_ID,3730322257,XOF,2500,Serge Deguenon
PERSONAL_ID,6557044211,XOF,15000,Abdou Agbo
PERSONAL_ID,0102140347,XOF,15000,Samson Hountondji
PERSONAL_ID,6568964486,XOF,20000,Patrice Zannou
PERSONAL_ID,2523233617,XOF,10000,Joseph Adéyèmi
PERSONAL_ID,2630608213,XOF,500,Gildas Ahossi
PERSONAL_ID,1816789573,XOF,100,Lionel Djegui
PERSONAL_ID,3101095991,XOF,5000,Gildas Yayi
PERSONAL_ID,4283750842,XOF,250,Blandine Houndjo
PERSONAL_ID,3562497155,XOF,7500,Judith Fagbemi
PERSONAL_ID,7423264339,XOF,500,Lionel Olory
PHONE,9767725757,XOF,500,Flora Gandonou
PERSONAL_ID,1590032265,XOF,50000,Rosine Houngbédji
PERSONAL_ID,9698542475,XOF,7500,Donatien Avocè
PERSONAL_ID,4693886707,XOF,1000,Valentin Adéyèmi
PERSONAL_ID,8288273683,XOF,250,Olivier Agossa
PERSONAL_ID,9550382447,XOF,20000,Aminata Chabi
PERSONAL_ID,9292437523,XOF,5000,Donatien Ahouandjinou
PERSONAL_ID,7099973095,XOF,7500,Christelle Deguenon
PERSONAL_ID,1083222049,XOF,250,Malick Houndjo
PERSONAL_ID,4025968241,XOF,500,Joseph Kpakpo
PERSONAL_ID,5824346723,XOF,500,Roland Ahouandjinou
PERSONAL_ID,8620784171,XOF,250,Germaine Ahouandjinou
PERSONAL_ID,4468840345,XOF,500,Germaine Fagbohoun
PERSONAL_ID,7867626763,XOF,500,Fabrice Kpangon
PERSONAL_ID,2140800297,XOF,5000,Claude Houngbédji
PERSONAL_ID,1103005164,XOF,500,Samson Agbo
PERSONAL_ID,7498775109,XOF,5000,Sylvie Houkpe
PERSONAL_ID,5638047887,XOF,15000,Landry Djegui
PERSONAL_ID,8473508720,XOF,2500,Flora Adéyèmi
PERSONAL_ID,7468217470,XOF,2500,Ange Houkpe
PERSONAL_ID,6486627340,XOF,1000,Lionel Olory
PERSONAL_ID,1326539167,XOF,1000,Chabi Lokossou
PERSONAL_ID,6414095618,XOF,15000,Landry Hounkpè
PERSONAL_ID,7456474769,XOF,5000,Pacôme Djegui
PERSONAL_ID,8496346284,XOF,1000,Blandine Assogba
PERSONAL_ID,7762483111,XOF,250,Donatien Kpangon
PERSONAL_ID,2485640249,XOF,7500,Donatien Hounguevou
PERSONAL_ID,9670908299,XOF,7500,Kossi Yayi
PERSONAL_ID,5019390150,XOF,50000,Blandine Tokoudagba
PERSONAL_ID,2575954225,XOF,15000,Donatien Hountondji
PERSONAL_ID,6118279556,XOF,15000,Ange-Marie Adimou
PERSONAL_ID,1385880696,XOF,10000,Valentin Adjaho
PERSONAL_ID,5967227297,XOF,7500,Honoré Avocè
PERSONAL_ID,8647962914,XOF,10000,Dieudonné Yayi
PERSONAL_ID,5203338059,XOF,15000,Justine Gbaguidi
PERSONAL_ID,0494243113,XOF,50000,Roland Dossou
PERSONAL_ID,3425747970,XOF,250,Serge Agbo
PERSONAL_ID,6132459961,XOF,2500,Justine Gbaguidi
PERSONAL_ID,9284345914,XOF,20000,Joseph Agossa
PERSONAL_ID,3947104410,XOF,5000,Aurore Adjovi
PERSONAL_ID,4501758074,XOF,1000,Boris Soglo
PERSONAL_ID,2260602924,XOF,7500,Boris Adjovi
PERSONAL_ID,6855948012,XOF,7500,Rosine Koukpaki
PERSONAL_ID,1515452910,XOF,250,Ruth Hountondji
PERSONAL_ID,4905112895,XOF,2500,Sylvie Adjovi
PERSONAL_ID,0646225819,XOF,250,Donatien Houndjo
PERSONAL_ID,1878404897,XOF,50000,
PERSONAL_ID,2240560283,XOF,1000,Gildas Ahossi
PERSONAL_ID,2837696915,XOF,20000,Judith Zannou
PERSONAL_ID,8839715311,XOF,10000,Gildas Houkpe
PERSONAL_ID,6958349771,XOF,1000,Sylvie Tchibozo
PERSONAL_ID,2832426724,XOF,2500,Prisca Adéyèmi
PERSONAL_ID,1214612539,XOF,500,Prisca Adjovi
PERSONAL_ID,1728261191,XOF,500,Honoré Hounsa
PERSONAL_ID,3017649285,XOF,250,Prisca Hounguevou
PERSONAL_ID,3017649285,XOF,1000,Rita Soglo
PERSONAL_ID,4679328074,XOF,10000,Rita Kpangon
PERSONAL_ID,8589281910,XOF,10000,Olivier Adjaho
PERSONAL_ID,7435614641,XOF,20000,Flora Adjovi
PERSONAL_ID,4304087448,XOF,15000,Boris Avocè
PERSONAL_ID,2425581535,XOF,15000,Emile Djossou
PERSONAL_ID,043696830X,XOF,5000,Ange Tokoudagba
PERSONAL_ID,2525373634,XOF,100,Aurore Yayi
PERSONAL_ID,4366513453,XOF,7500,Honoré Djegui
PERSONAL_ID,6160718801,XOF,100,Sylvie Assogba
PERSONAL_ID,7099675297,XOF,250,Christelle Ahossi
PERSONAL_ID,6441508343,XOF,100,Marlène Houngbédji
PERSONAL_ID,1329426681,XOF,500,Christelle Houndjo
PERSONAL_ID,1329426681,XOF,50000,Sylvie Hountondji
PERSONAL_ID,4280112900,XOF,20000,Mariam Ahossi
PERSONAL_ID,9701653615,XOF,7500,Ruth Adjovi
PERSONAL_ID,3493768842,XOF,10000,Sylvie Adimou
PERSONAL_ID,3850639813,XOF,50000,Emile Avocè
PERSONAL_ID,9896687917,XOF,7500,Théophile Olory
PERSONAL_ID,7262024126,XOF,10000,Catherine Kpangon
PERSONAL_ID,7816598693,XOF,50000,Lionel Chabi
PERSONAL_ID,3536602244,XOF,500,Rosine Dossou
PERSONAL_ID,4500363860,XOF,10000,Rita Ahouansou
PERSONAL_ID,5258007565,XOF,7500,Malick Olory
PERSONAL_ID,7498853344,XOF,15000,Roland Houndjo
PERSONAL_ID,3818277515,XOF,2500,Emile Hountondji
PERSONAL_ID,2117040525,XOF,250,Fabrice Djossou
PERSONAL_ID,2266887616,XOF,100,Ange Tokoudagba
PERSONAL_ID,2025454338,XOF,10000,Germaine Azon
PERSONAL_ID,4411691155,XOF,2500,Flora Yayi
PERSONAL_ID,3552068062,XOF,2500,Kossi Ahouansou
PERSONAL_ID,9058585290,XOF,1000,Lionel Dossou
PERSONAL_ID,7653226687,XOF,15000,Théophile Houkpe
PERSONAL_ID,2679136049,XOF,7500,Blandine Chabi
PERSONAL_ID,8452771178,XOF,2500,Prisca Olory
PERSONAL_ID,6590453852,XOF,500,Irène Azonhidé
PERSONAL_ID,7678434482,XOF,500,Prisca Azon
PERSONAL_ID,5533724258,XOF,100,Dieudonné Zannou
PERSONAL_ID,1079524138,XOF,5000,Rosine Olory
PERSONAL_ID,4488133750,XOF,15000,Roland Houngbédji
PERSONAL_ID,7390835017,XOF,1000,Abdou Hountondji
PERSONAL_ID,2239089546,XOF,15000,Boris Zannou
PERSONAL_ID,3193732785,XOF,50000,Honoré Adjaho
PERSONAL_ID,0305113771,XOF,20000,Christelle Tchibozo
PERSONAL_ID,7862885607,XOF,5000,Dieudonné Deguenon
PERSONAL_ID,7971966410,XOF,50000,Gildas Houndjo
PERSONAL_ID,2132942936,XOF,10000,Malick Chabi
PERSONAL_ID,9121819006,XOF,2500,Abdou Lokossou
PERSONAL_ID,4353025100,XOF,20000,Théophile Lokossou
PERSONAL_ID,1639752334,XOF,15000,Catherine Adjaho
PERSONAL_ID,4886496467,XOF,250,Prisca Kpakpo
PERSONAL_ID,8144127028,XOF,100,Blandine Tchibozo
PERSONAL_ID,0449165575,XOF,50000,Valentin Soglo
PERSONAL_ID,6090124258,XOF,1000,Joseph Hounguevou
PERSONAL_ID,7127715129,XOF,10000,Catherine Adéyèmi
PERSONAL_ID,5058042613,XOF,10000,Hervé Adjovi
PERSONAL_ID,1947571153,XOF,5000,Ulrich Agossa
PERSONAL_ID,7073656901,XOF,500,Rosine Deguenon
PERSONAL_ID,5382321100,XOF,500,Marlène Azonhidé
PERSONAL_ID,3347141268,XOF,20000,Catherine Fagbemi
PERSONAL_ID,2443038773,XOF,2500,Ruth Tchibozo
PERSONAL_ID,5824719966,XOF,500,Marlène Adéyèmi
PERSONAL_ID,0419330153,XOF,5000,Noël Kpakpo
PERSONAL_ID,8386650580,XOF,2500,Ruth Koukpaki
PERSONAL_ID,2745453110,XOF,1000,Ange Ahouansou
PERSONAL_ID,2889675547,XOF,10000,Boris Adéyèmi
PERSONAL_ID,6267924430,XOF,2500,Claude Yayi
PERSONAL_ID,7010696637,XOF,100,Valentin Houngbédji
PERSONAL_ID,2316845086,XOF,1000,Catherine Chabi
PERSONAL_ID,6128846182,XOF,500,Jacques Zinsou
PERSONAL_ID,2808387956,XOF,15000,Prisca Hounguevou
PERSONAL_ID,9391981910,XOF,250,Mariam Avocè
PERSONAL_ID,1918946969,XOF,5000,Abdou Zannou
PERSONAL_ID,1442472373,XOF,2500,Ulrich Houkpe
PERSONAL_ID,2431141234,XOF,10000,Chabi Zannou
PERSONAL_ID,5683147536,XOF,15000,Germaine Adjovi
PERSONAL_ID,7543660784,XOF,100,Germaine Soglo
PERSONAL_ID,4418582280,XOF,500,Rosine Adéyèmi
PERSONAL_ID,6508678167,XOF,50000,Olivier Djegui
PERSONAL_ID,9719725854,XOF,7500,Hervé Houénou
PERSONAL_ID,8250988839,XOF,250,Christelle Ahouansou
PERSONAL_ID,9332513794,XOF,2500,Fabrice Assogba
PERSONAL_ID,3714769317,XOF,2500,Donatien Djegui
PERSONAL_ID,3228344181,XOF,250,Ulrich Yayi
PERSONAL_ID,8282167881,XOF,50000,Mariam Gandonou
PERSONAL_ID,7496741601,XOF,100,Pacôme Zinsou
PERSONAL_ID,751497620,XOF,250,Valentin Fagbohoun
PERSONAL_ID,6727054457,XOF,250,Olivier Hounguevou
PERSONAL_ID,509515942,XOF,5000,Landry Gandonou
PERSONAL_ID,2997809816,XOF,5000,Justine Adéyèmi
PERSONAL_ID,6759245154,XOF,500,Justine Hountondji
PERSONAL_ID,9533098079,XOF,20000,Malick Chabi
PERSONAL_ID,4377664464,XOF,2500,Emile Houngbédji
PERSONAL_ID,2014050093,XOF,1000,Malick Chabi
PERSONAL_ID,7134180429,XOF,250,Théophile Avocè
PERSONAL_ID,6368398792,XOF,50000,Irène Tchibozo
PERSONAL_ID,5830969831,XOF,20000,Mariam Zannou
PERSONAL_ID,8330395040,XOF,15000,Roland Houngbédji
PERSONAL_ID,4612688998,XOF,20000,Marlène Fagbohoun
PERSONAL_ID,4447865009,XOF,2500,Hervé Djossou
PERSONAL_ID,1355221532,XOF,50000,Judith Gbaguidi
PERSONAL_ID,3173536047,XOF,10000,Fabrice Olory
PERSONAL_ID,9602823598,XOF,1000,Rosine Chabi
PERSONAL_ID,2876821366,XOF,10000,Jacques Hounguevou
PERSONAL_ID,2704065731,XOF,5000,Abdou Agossa
PERSONAL_ID,1880717721,XOF,7500,Boris Houndjo
PERSONAL_ID,4847142321,XOF,10000,Mariam Ahouandjinou
PHONE,0846739256,XOF,7500,Prisca Avocè
PERSONAL_ID,8531259029,XOF,100,Dieudonné Hountondji
PERSONAL_ID,0794918406,XOF,7500,Ange Zannou
PERSONAL_ID,1225656106,XOF,50000,Kossi Avocè
PERSONAL_ID,7270313900,XOF,2500,Landry Olory
PERSONAL_ID,8077026010,XOF,10000,Mariam Gandonou
PERSONAL_ID,0462691890,XOF,50000,Rosine Chabi
PERSONAL_ID,0030461617,XOF,20000,Irène Kpakpo
PERSONAL_ID,2444995455,XOF,100,Claude Djossou
PERSONAL_ID,8422525919,XOF,1000,Gildas Koukpaki
PERSONAL_ID,9231433136,XOF,500,Ange-Marie Djegui
PERSONAL_ID,789659043X,XOF,500,Claude Adjaho
PERSONAL_ID,6863069609,XOF,50000,Catherine Ahouansou
PERSONAL_ID,3742097773,XOF,500,Patrice Avocè
PERSONAL_ID,6210764999,XOF,15000,Aurore Ahouandjinou
PERSONAL_ID,1254895255,XOF,250,Donatien Koukpaki
PERSONAL_ID,1309082750,XOF,5000,Ange-Marie Houndjo
PERSONAL_ID,7897621445,XOF,100,Olivier Zannou
PERSONAL_ID,2697014140,XOF,100,Roland Gbaguidi
PERSONAL_ID,5391659380,XOF,250,Ruth Kpangon
PERSONAL_ID,8263861325,XOF,250,Blandine Gbaguidi
PERSONAL_ID,5519099358,XOF,500,Abdou Houndjo
PERSONAL_ID,1903663289,XOF,1000,Théophile Kpangon
PERSONAL_ID,0423496529,XOF,100,Ismaël Azonhidé
PERSONAL_ID,0257362962,XOF,100,Malick Yayi
PERSONAL_ID,9384086741,XOF,10000,Lionel Djossou
PERSONAL_ID,1645771318,XOF,100,Aminata Hounguevou
PERSONAL_ID,8937912583,XOF,100,Boris Gbaguidi
PERSONAL_ID,5236294585,XOF,20000,Lionel Assogba
PERSONAL_ID,1562384814,XOF,15000,Malick Kpangon
PERSONAL_ID,6787019557,XOF,500,Mariam Adimou
PERSONAL_ID,3464251554,XOF,7500,Honoré Houkpe
PERSONAL_ID,9668267098,XOF,7500,Jacques Ahossi
PERSONAL_ID,7492015226,XOF,1000,Emile Fagbohoun
PERSONAL_ID,6751379721,XOF,15000,Jacques Gbaguidi
PERSONAL_ID,1260186679,XOF,1000,Ruth Hountondji
PERSONAL_ID,5472262364,XOF,500,Patrice Hounkpè
PERSONAL_ID,5858745837,XOF,10000,Jacques Hountondji
PERSONAL_ID,4881140332,XOF,50000,Roland Kpangon
PERSONAL_ID,1394203444,XOF,250,Claude Hountondji
PERSONAL_ID,8018633004,XOF,100,Patrice Deguenon
PERSONAL_ID,8629665321,XOF,15000,Donatien Lokossou
PERSONAL_ID,0765203642,XOF,2500,Olivier Houngbédji
PERSONAL_ID,5267086099,XOF,1000,Lionel Tokoudagba
PERSONAL_ID,7080163951,XOF,7500,Emile Fagbohoun
PERSONAL_ID,7530103177,XOF,5000,Sylvie Ahossi
PERSONAL_ID,4449940246,XOF,10000,Mariam Adéyèmi
PERSONAL_ID,3369071487,XOF,2500,Mariam Agbo
PERSONAL_ID,7216014893,XOF,7500,Jacques Adjaho
PERSONAL_ID,4221109508,XOF,10000,Kossi Tchibozo
PERSONAL_ID,6232480400,XOF,2500,Marlène Gandonou
PERSONAL_ID,3154672738,XOF,100,Kossi Djossou
PERSONAL_ID,3637070919,XOF,2500,Ange-Marie Chabi
PERSONAL_ID,1370825854,XOF,100,Christelle Dossou
PERSONAL_ID,4042719460,XOF,2500,Dieudonné Zannou
PERSONAL_ID,4748070683,XOF,250,Boris Koukpaki
PERSONAL_ID,0002908036,XOF,10000,Justine Gbaguidi
PERSONAL_ID,3898992509,XOF,50000,Serge Koukpaki
PERSONAL_ID,5185659078,XOF,15000,Justine Agossa
PERSONAL_ID,8862153238,XOF,15000,Malick Hountondji
PERSONAL_ID,6251896451,XOF,7500,Emile Gbaguidi
PERSONAL_ID,5048514521,XOF,50000,Malick Adimou
PERSONAL_ID,7928445801,XOF,50000,Donatien Lokossou
PERSONAL_ID,0600015129,XOF,250,Abdou Tchibozo
PERSONAL_ID,6886149491,XOF,50000,Blandine Yayi
PERSONAL_ID,5592329428,XOF,20000,Aminata Koukpaki
PERSONAL_ID,6377081275,XOF,15000,Gildas Zinsou
PERSONAL_ID,2918225453,XOF,500,Valentin Agossa
PERSONAL_ID,2095970281,XOF,100,Blandine Djegui
PERSONAL_ID,1133738506,XOF,20000,Boris Ahossi
PERSONAL_ID,3194632094,XOF,500,Théophile Ahouandjinou
PERSONAL_ID,3194632094,XOF,10000,Boris Zannou
PERSONAL_ID,8261498112,XOF,5000,Prisca Hountondji
PERSONAL_ID,7766791552,XOF,100,Marlène Fagbohoun
PERSONAL_ID,4810025985,XOF,500,Fabrice Hountondji
PERSONAL_ID,0346969409,XOF,50000,Boris Deguenon
PERSONAL_ID,2500404499,XOF,2500,Ange-Marie Hounsa
PERSONAL_ID,0868421333,XOF,7500,
PERSONAL_ID,8274223301,XOF,1000,Hervé Gandonou
PHONE,9235357627,XOF,500,Ulrich Adjaho
PERSONAL_ID,243780341X,XOF,1000,Pacôme Ahouandjinou
PERSONAL_ID,6303469651,XOF,100,Malick Yayi
PERSONAL_ID,7980158165,XOF,250,Ange-Marie Djegui
PERSONAL_ID,256803203,XOF,2500,Jacques Hountondji
PERSONAL_ID,232411626X,XOF,7500,Malick Gandonou
PERSONAL_ID,3433317244,XOF,100,Ulrich Deguenon
PERSONAL_ID,8966473927,XOF,5000,Pacôme Hounguevou
PERSONAL_ID,3171783307,XOF,500,Donatien Azon
PERSONAL_ID,3720016862,XOF,20000,Samson Adéyèmi
PERSONAL_ID,8982162882,XOF,250,Ruth Tchibozo
PERSONAL_ID,1625652261,XOF,2500,Gildas Ahouansou
PERSONAL_ID,4423867638,XOF,20000,Christelle Ahossi
PERSONAL_ID,0643419154,XOF,20000,Blandine Koukpaki
PERSONAL_ID,7987695280,XOF,7500,Sylvie Houndjo
PERSONAL_ID,7326866695,XOF,10000,Justine Yayi
PERSONAL_ID,4615689958,XOF,20000,Ange-Marie Houngbédji
PERSONAL_ID,0063004926,XOF,10000,Fabrice Ahossi
PERSONAL_ID,4751775111,XOF,20000,Aurore Zinsou
PERSONAL_ID,5728557917,XOF,100,Donatien Kpangon
PERSONAL_ID,7208129259,XOF,1000,Rita Zinsou
PERSONAL_ID,2112682457,XOF,2500,Sylvie Tokoudagba
PERSONAL_ID,605926707,XOF,5000,Chabi Deguenon
